                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.5595,                 5.4184,                 4.1614,                0.00011,                0.01704,                  6e-05,                  2e-05,                 3.9857,                 4.9549,                 4.1752,             0.00054384,             0.00054384,             0.00054384
